codigo,descripcion,peso_bruto,volumen,pais_origen,codigo_viaje
M000002201,Productos quimicos no peligrosos,26508,37,Bahamas,V000003217
M000002202,Productos textiles y confecciones,36854,87,Chile,V000008734
M000002203,Carga de granel de trigo,46094,76,Colombia,V000009640
M000002204,Carga de granel de trigo,11788,118,Mexico,V000008370
M000002205,Materiales de construccion,30385,37,China,V000004964
M000002206,Frutas y alimentos refrigerados,33239,97,Noruega,V000006313
M000002207,Productos quimicos no peligrosos,32554,48,Chile,V000003175
M000002208,Productos textiles y confecciones,5370,128,China,V000007804
M000002209,Piezas de repuesto automotrices,10671,175,Noruega,V000002233
M000002210,Materiales de construccion,10444,19,Liberia,V000001527
M000002211,Carga de granel de trigo,25183,173,Islas Marshall,V000007841
M000002212,Productos textiles y confecciones,3782,177,Mexico,V000009487
M000002213,Piezas de repuesto automotrices,38186,139,Alemania,V000000197
M000002214,Acero laminado en bobinas,37175,154,Liberia,V000005094
M000002215,Piezas de repuesto automotrices,46412,74,Mexico,V000000550
M000002216,Carga de granel de trigo,39663,198,Peru,V000006692
M000002217,Cafe de exportacion,11442,41,Chile,V000001265
M000002218,Materiales de construccion,17807,197,Singapur,V000001449
M000002219,Materiales de construccion,39680,165,Reino Unido,V000000454
M000002220,Productos quimicos no peligrosos,39646,57,Ecuador,V000005995
M000002221,Cafe de exportacion,45106,126,Espana,V000002269
M000002222,Materiales de construccion,29907,162,Islas Marshall,V000000884
M000002223,Carga de granel de trigo,19240,143,Alemania,V000001793
M000002224,Acero laminado en bobinas,31698,155,Malta,V000004854
M000002225,Contenedor con productos electronicos,17249,123,Singapur,V000006337
M000002226,Maquinaria industrial pesada,37368,83,Colombia,V000009292
M000002227,Acero laminado en bobinas,43950,3,Malta,V000009566
M000002228,Productos quimicos no peligrosos,25600,39,Reino Unido,V000005283
M000002229,Materiales de construccion,22935,196,Grecia,V000002716
M000002230,Maquinaria industrial pesada,1658,180,Liberia,V000001053
M000002231,Frutas y alimentos refrigerados,34381,72,Singapur,V000003705
M000002232,Frutas y alimentos refrigerados,8558,70,Brasil,V000003390
M000002233,Piezas de repuesto automotrices,32872,74,Reino Unido,V000005482
M000002234,Contenedor con productos electronicos,21580,147,Singapur,V000005798
M000002235,Carga de granel de trigo,19415,115,Bahamas,V000007883
M000002236,Maquinaria industrial pesada,28629,118,Grecia,V000004394
M000002237,Productos textiles y confecciones,15378,165,Bahamas,V000001272
M000002238,Cafe de exportacion,12833,108,China,V000009574
M000002239,Productos textiles y confecciones,7443,168,China,V000008407
M000002240,Materiales de construccion,1989,81,Espana,V000003055
M000002241,Materiales de construccion,8838,71,Singapur,V000008894
M000002242,Carga de granel de trigo,34574,9,Hong Kong,V000008852
M000002243,Materiales de construccion,36522,199,Ecuador,V000000920
M000002244,Contenedor con productos electronicos,12697,19,Alemania,V000005932
M000002245,Acero laminado en bobinas,1630,161,Estados Unidos,V000006777
M000002246,Productos quimicos no peligrosos,18418,92,Hong Kong,V000009371
M000002247,Productos textiles y confecciones,41667,117,Chile,V000004454
M000002248,Frutas y alimentos refrigerados,42578,131,Alemania,V000008988
M000002249,Frutas y alimentos refrigerados,25090,67,Japon,V000005657
M000002250,Maquinaria industrial pesada,16739,176,Estados Unidos,V000007917
M000002251,Cafe de exportacion,7092,191,Bahamas,V000001772
M000002252,Carga de granel de trigo,17283,178,Espana,V000000118
M000002253,Contenedor con productos electronicos,43909,193,Islas Marshall,V000008518
M000002254,Carga de granel de trigo,13013,145,Mexico,V000008856
M000002255,Materiales de construccion,31585,124,Grecia,V000007795
M000002256,Cafe de exportacion,34243,173,Ecuador,V000006381
M000002257,Contenedor con productos electronicos,5795,139,Singapur,V000004449
M000002258,Maquinaria industrial pesada,15593,161,Peru,V000008145
M000002259,Carga de granel de trigo,46449,59,Liberia,V000002310
M000002260,Piezas de repuesto automotrices,12547,108,Ecuador,V000003950
M000002261,Contenedor con productos electronicos,537,175,Espana,V000006565
M000002262,Productos textiles y confecciones,28425,139,Islas Marshall,V000002630
M000002263,Carga de granel de trigo,36889,23,Alemania,V000000122
M000002264,Cafe de exportacion,3570,159,Singapur,V000003116
M000002265,Acero laminado en bobinas,49570,58,Bahamas,V000005132
M000002266,Piezas de repuesto automotrices,5541,36,Mexico,V000007668
M000002267,Cafe de exportacion,8477,143,Reino Unido,V000003575
M000002268,Maquinaria industrial pesada,38145,58,Ecuador,V000004491
M000002269,Maquinaria industrial pesada,46462,175,China,V000006826
M000002270,Cafe de exportacion,2227,83,Liberia,V000001037
M000002271,Piezas de repuesto automotrices,48783,199,Japon,V000006638
M000002272,Piezas de repuesto automotrices,8047,49,Liberia,V000005112
M000002273,Frutas y alimentos refrigerados,45574,20,Panama,V000001803
M000002274,Acero laminado en bobinas,37675,198,Malta,V000005960
M000002275,Frutas y alimentos refrigerados,43758,131,Bahamas,V000004073
M000002276,Acero laminado en bobinas,36980,144,Alemania,V000006106
M000002277,Frutas y alimentos refrigerados,9854,195,Estados Unidos,V000009668
M000002278,Frutas y alimentos refrigerados,24334,116,Ecuador,V000004132
M000002279,Frutas y alimentos refrigerados,9433,7,Panama,V000005676
M000002280,Materiales de construccion,26133,14,Singapur,V000000920
M000002281,Carga de granel de trigo,26362,173,Japon,V000007325
M000002282,Contenedor con productos electronicos,26020,18,Brasil,V000000899
M000002283,Cafe de exportacion,5458,41,Dinamarca,V000008167
M000002284,Maquinaria industrial pesada,16294,62,Japon,V000003287
M000002285,Materiales de construccion,30021,116,Reino Unido,V000005366
M000002286,Productos quimicos no peligrosos,36258,198,Brasil,V000008578
M000002287,Carga de granel de trigo,38842,132,Ecuador,V000009005
M000002288,Piezas de repuesto automotrices,34612,128,Estados Unidos,V000009025
M000002289,Frutas y alimentos refrigerados,44532,31,Noruega,V000005858
M000002290,Productos textiles y confecciones,33785,31,Estados Unidos,V000002261
M000002291,Piezas de repuesto automotrices,6533,71,Liberia,V000004648
M000002292,Frutas y alimentos refrigerados,11160,90,Alemania,V000006928
M000002293,Materiales de construccion,27649,93,Mexico,V000002478
M000002294,Productos textiles y confecciones,1288,195,Estados Unidos,V000000344
M000002295,Productos quimicos no peligrosos,32338,7,Alemania,V000000145
M000002296,Carga de granel de trigo,42277,99,Ecuador,V000005258
M000002297,Acero laminado en bobinas,19587,152,Liberia,V000008043
M000002298,Materiales de construccion,40329,24,Chile,V000009529
M000002299,Maquinaria industrial pesada,20902,94,Noruega,V000001379
M000002300,Piezas de repuesto automotrices,37154,148,Brasil,V000003090
M000002301,Carga de granel de trigo,13743,78,Japon,V000006947
M000002302,Carga de granel de trigo,25521,135,Mexico,V000008345
M000002303,Acero laminado en bobinas,6832,102,Japon,V000009210
M000002304,Carga de granel de trigo,29517,21,Mexico,V000006353
M000002305,Cafe de exportacion,28232,57,Chile,V000009945
M000002306,Maquinaria industrial pesada,36889,161,Grecia,V000005050
M000002307,Contenedor con productos electronicos,39593,120,Islas Marshall,V000008964
M000002308,Piezas de repuesto automotrices,18341,166,Chile,V000009955
M000002309,Carga de granel de trigo,45659,92,Brasil,V000004347
M000002310,Acero laminado en bobinas,42525,144,Bahamas,V000000721
M000002311,Productos textiles y confecciones,44339,28,Hong Kong,V000003870
M000002312,Piezas de repuesto automotrices,31368,163,Malta,V000008095
M000002313,Materiales de construccion,10005,73,Mexico,V000004941
M000002314,Productos textiles y confecciones,40468,154,Chile,V000004457
M000002315,Productos quimicos no peligrosos,8867,144,China,V000006939
M000002316,Maquinaria industrial pesada,13282,175,Liberia,V000008178
M000002317,Frutas y alimentos refrigerados,19648,169,Bahamas,V000009980
M000002318,Piezas de repuesto automotrices,38672,132,China,V000002022
M000002319,Productos textiles y confecciones,11589,98,Islas Marshall,V000002816
M000002320,Piezas de repuesto automotrices,17333,128,Noruega,V000009536
M000002321,Carga de granel de trigo,27436,29,Grecia,V000004141
M000002322,Materiales de construccion,25807,34,Espana,V000000555
M000002323,Maquinaria industrial pesada,2771,161,Liberia,V000007181
M000002324,Productos textiles y confecciones,16374,133,Mexico,V000006602
M000002325,Productos quimicos no peligrosos,16908,82,Dinamarca,V000006114
M000002326,Productos textiles y confecciones,26321,172,Singapur,V000002761
M000002327,Contenedor con productos electronicos,2814,63,Islas Marshall,V000002849
M000002328,Contenedor con productos electronicos,39433,132,Hong Kong,V000001206
M000002329,Carga de granel de trigo,39487,10,Chile,V000001637
M000002330,Productos quimicos no peligrosos,16975,16,China,V000001016
M000002331,Materiales de construccion,11963,56,Estados Unidos,V000004318
M000002332,Piezas de repuesto automotrices,15410,82,Singapur,V000006361
M000002333,Carga de granel de trigo,23535,48,Mexico,V000000400
M000002334,Materiales de construccion,34962,78,Ecuador,V000002294
M000002335,Productos textiles y confecciones,7052,55,Islas Marshall,V000006837
M000002336,Piezas de repuesto automotrices,25011,169,Espana,V000006771
M000002337,Materiales de construccion,11109,192,Singapur,V000009216
M000002338,Contenedor con productos electronicos,44823,169,Ecuador,V000008961
M000002339,Productos textiles y confecciones,10168,175,Dinamarca,V000008821
M000002340,Acero laminado en bobinas,22922,102,Malta,V000006616
M000002341,Contenedor con productos electronicos,5441,25,Liberia,V000004263
M000002342,Piezas de repuesto automotrices,39283,149,Dinamarca,V000007137
M000002343,Materiales de construccion,18980,172,Reino Unido,V000008283
M000002344,Cafe de exportacion,45316,20,Bahamas,V000007015
M000002345,Carga de granel de trigo,30245,68,Islas Marshall,V000004837
M000002346,Contenedor con productos electronicos,11139,126,Hong Kong,V000009323
M000002347,Maquinaria industrial pesada,26142,137,Liberia,V000003636
M000002348,Contenedor con productos electronicos,35959,132,Bahamas,V000001175
M000002349,Productos textiles y confecciones,4609,189,Alemania,V000002772
M000002350,Materiales de construccion,17767,176,Alemania,V000008674
M000002351,Frutas y alimentos refrigerados,18147,66,Espana,V000005244
M000002352,Carga de granel de trigo,22422,52,Dinamarca,V000009860
M000002353,Contenedor con productos electronicos,47570,24,Brasil,V000008490
M000002354,Cafe de exportacion,25179,187,Reino Unido,V000001431
M000002355,Acero laminado en bobinas,42393,4,Singapur,V000000356
M000002356,Contenedor con productos electronicos,3281,75,Espana,V000006731
M000002357,Maquinaria industrial pesada,5174,58,Grecia,V000004941
M000002358,Cafe de exportacion,10262,33,Estados Unidos,V000007293
M000002359,Productos quimicos no peligrosos,32369,97,Liberia,V000002772
M000002360,Acero laminado en bobinas,1140,96,Liberia,V000006803
M000002361,Materiales de construccion,18597,176,Grecia,V000007433
M000002362,Carga de granel de trigo,12367,135,Japon,V000000632
M000002363,Cafe de exportacion,42945,128,Panama,V000009336
M000002364,Productos quimicos no peligrosos,18288,47,Singapur,V000001948
M000002365,Frutas y alimentos refrigerados,36567,169,Mexico,V000004110
M000002366,Productos textiles y confecciones,21281,69,Chile,V000001287
M000002367,Cafe de exportacion,42846,22,Panama,V000002736
M000002368,Productos quimicos no peligrosos,41077,33,Alemania,V000008095
M000002369,Productos quimicos no peligrosos,37045,71,Malta,V000003658
M000002370,Productos quimicos no peligrosos,38694,179,Peru,V000006641
M000002371,Carga de granel de trigo,25265,127,Alemania,V000001625
M000002372,Materiales de construccion,20227,121,Panama,V000004279
M000002373,Carga de granel de trigo,39939,115,Chile,V000003028
M000002374,Acero laminado en bobinas,33192,27,Mexico,V000008591
M000002375,Productos quimicos no peligrosos,6650,122,Estados Unidos,V000003422
M000002376,Acero laminado en bobinas,20077,30,Brasil,V000003087
M000002377,Acero laminado en bobinas,9940,178,Ecuador,V000008818
M000002378,Acero laminado en bobinas,9230,7,Panama,V000006558
M000002379,Acero laminado en bobinas,499,6,Ecuador,V000006623
M000002380,Carga de granel de trigo,16742,22,Grecia,V000008992
M000002381,Contenedor con productos electronicos,24552,164,Reino Unido,V000001734
M000002382,Productos quimicos no peligrosos,10641,36,Colombia,V000007693
M000002383,Contenedor con productos electronicos,44606,189,Panama,V000006545
M000002384,Carga de granel de trigo,25509,198,Hong Kong,V000007146
M000002385,Materiales de construccion,38779,125,Hong Kong,V000001128
M000002386,Carga de granel de trigo,49068,50,Hong Kong,V000000864
M000002387,Maquinaria industrial pesada,40645,103,Hong Kong,V000005257
M000002388,Cafe de exportacion,31879,152,Estados Unidos,V000000953
M000002389,Frutas y alimentos refrigerados,11637,58,Ecuador,V000003774
M000002390,Productos textiles y confecciones,34490,110,Dinamarca,V000003793
M000002391,Cafe de exportacion,41126,45,Brasil,V000008330
M000002392,Acero laminado en bobinas,37284,53,Espana,V000005022
M000002393,Frutas y alimentos refrigerados,30825,119,Panama,V000005527
M000002394,Cafe de exportacion,23541,17,Mexico,V000002630
M000002395,Materiales de construccion,33305,101,Reino Unido,V000008964
M000002396,Piezas de repuesto automotrices,29893,121,Reino Unido,V000004720
M000002397,Acero laminado en bobinas,9685,143,Singapur,V000007184
M000002398,Piezas de repuesto automotrices,25044,54,Malta,V000007512
M000002399,Maquinaria industrial pesada,14082,48,Chile,V000007072
M000002400,Acero laminado en bobinas,9070,189,Ecuador,V000002751
M000002401,Productos textiles y confecciones,42767,193,Bahamas,V000004969
M000002402,Acero laminado en bobinas,39983,123,Noruega,V000003688
M000002403,Carga de granel de trigo,13888,140,Estados Unidos,V000001377
M000002404,Materiales de construccion,37835,180,Panama,V000004079
M000002405,Productos quimicos no peligrosos,39590,125,Espana,V000003015
M000002406,Productos textiles y confecciones,14829,82,Alemania,V000008421
M000002407,Productos quimicos no peligrosos,23964,71,Espana,V000000123
M000002408,Carga de granel de trigo,45017,26,Panama,V000005384
M000002409,Contenedor con productos electronicos,49309,102,Chile,V000002859
M000002410,Productos quimicos no peligrosos,7645,176,Noruega,V000006976
M000002411,Maquinaria industrial pesada,38097,84,Bahamas,V000003518
M000002412,Frutas y alimentos refrigerados,20782,135,Panama,V000008724
M000002413,Acero laminado en bobinas,7275,106,Islas Marshall,V000008209
M000002414,Contenedor con productos electronicos,43505,144,China,V000000543
M000002415,Piezas de repuesto automotrices,26939,30,Brasil,V000008377
M000002416,Cafe de exportacion,14301,197,Japon,V000001205
M000002417,Piezas de repuesto automotrices,46217,26,Singapur,V000000420
M000002418,Materiales de construccion,26704,129,Hong Kong,V000006927
M000002419,Contenedor con productos electronicos,19343,169,Panama,V000009323
M000002420,Cafe de exportacion,47980,2,Bahamas,V000007622
M000002421,Carga de granel de trigo,935,93,Ecuador,V000000956
M000002422,Contenedor con productos electronicos,21015,75,Bahamas,V000001112
